,attempt,epoch,loss,lr
0,9,3,2.3083462591993387,0.001
0,9,4,2.080021976133467,0.001
0,9,5,1.9018844978215257,0.001
0,9,6,1.7577536173700226,0.001
0,9,7,1.6381100989725663,0.001
0,9,8,1.5368910728485665,0.001
0,9,9,1.4499940964876967,0.001
0,9,10,1.37450898067599,0.001
0,9,11,1.3082908272023768,0.001
0,9,12,1.2497300084289993,0.001
0,9,13,1.1975820031280229,0.001
0,9,14,1.1508685735635058,0.001
0,9,15,1.1088061174573458,0.001
0,9,16,1.0707577934555788,0.001
0,9,17,1.036202151560695,0.001
0,9,18,1.0047045236435008,0.001
0,9,19,0.9759010173416733,0.001
0,10,0,4.5148393723340385,0.001
0,10,1,3.3023223324792337,0.001
0,10,2,2.728683479231597,0.001
0,10,3,2.3575548806591113,0.001
0,10,4,2.0910909997736074,0.001
0,10,5,1.8880897587982153,0.001
0,10,6,1.7272546600741439,0.001
0,10,7,1.596221952411743,0.001
0,10,8,1.487207622560905,0.001
0,10,9,1.3950292687512917,0.001
0,10,10,1.3160581400174238,0.001
0,10,11,1.2476820513780822,0.001
0,10,12,1.1879448825647942,0.001
0,10,13,1.1353585509255175,0.001
0,10,14,1.0887650113082135,0.001
0,10,15,1.0472440658960036,0.001
0,10,16,1.0100558659014047,0.001
0,10,17,0.9765995163036452,0.001
0,10,18,0.9463789713634296,0.001
0,10,19,0.9189807039795167,0.001
0,11,0,3.047279226923707,0.001
0,11,1,2.2652632864631306,0.001
0,11,2,1.8952473672414138,0.001
0,11,3,1.653985390667426,0.001
0,11,4,1.4798504710648448,0.001
0,11,5,1.347001697842651,0.001
0,11,6,1.2419961007552451,0.001
0,11,7,1.1569113368707986,0.001
0,11,8,1.0866773264533616,0.001
0,11,9,1.027838835549756,0.001
0,11,10,0.9779560138292457,0.001
0,11,11,0.935247956584178,0.001
0,11,12,0.898374141265842,0.001
0,11,13,0.8663053398132593,0.001
0,11,14,0.8382304577587647,0.001
0,11,15,0.8135112719120328,0.001
0,11,16,0.7916351999398279,0.001
0,11,17,0.772183243808447,0.001
0,11,18,0.754811240027168,0.001
0,11,19,0.7392354133812012,0.001
0,12,0,5.451202870095964,0.001
0,12,1,4.268820344774327,0.001
0,12,2,3.670406923231407,0.001
0,12,3,3.2609240559640646,0.001
0,12,4,2.9528246531784674,0.001
0,12,5,2.7086733133021847,0.001
0,12,6,2.508612896790884,0.001
0,12,7,2.340733983902199,0.001
0,12,8,2.1973202603590067,0.001
0,12,9,2.073086581583044,0.001
0,12,10,1.9642348249475878,0.001
0,12,11,1.8679584147048882,0.001
0,12,12,1.7821228148489832,0.001
0,12,13,1.7050712055871045,0.001
0,12,14,1.635492077379226,0.001
0,12,15,1.5723366732447108,0.001
0,12,16,1.5147488145289467,0.001
0,12,17,1.4620222151390352,0.001
0,12,18,1.4135697973113457,0.001
0,12,19,1.368896931891404,0.001
0,13,0,3.745685835637979,0.001
0,13,1,2.899807960188345,0.001
0,13,2,2.4849293831972816,0.001
0,13,3,2.205807710934889,0.001
0,13,4,1.9984249026298957,0.001
0,13,5,1.8358375649064451,0.001
0,13,6,1.7039100658715445,0.001
0,13,7,1.5942582870404285,0.001
0,13,8,1.501465657469122,0.001
0,13,9,1.4218268987615195,0.001
0,13,10,1.3527008057065246,0.001
0,13,11,1.292134063565101,0.001
0,13,12,1.2386456087016346,0.001
0,13,13,1.1910833517448989,0.001
0,13,14,1.1485328364688903,0.001
0,13,15,1.1102629982653047,0.001
0,13,16,1.0756790873768474,0.001
0,13,17,1.0442914537257977,0.001
0,13,18,1.0156929764895237,0.001
0,13,19,0.9895413759640188,0.001
0,14,0,4.8907518917465085,0.001
0,14,1,3.7823033441203457,0.001
0,14,2,3.2339650534932938,0.001
0,14,3,2.86388731395819,0.001
0,14,4,2.588277945342299,0.001
0,14,5,2.371697713952926,0.001
0,14,6,2.1954708513990955,0.001
0,14,7,2.0485195224851176,0.001
0,14,8,1.9236953066668656,0.001
0,14,9,1.8161147615325641,0.001
0,14,10,1.7223090113626183,0.001
0,14,11,1.6397178893120696,0.001
0,14,12,1.5664029837531823,0.001
0,14,13,1.5008656845209012,0.001
0,14,14,1.441921805291405,0.001
0,14,15,1.388624692283026,0.001
0,14,16,1.3402072412099049,0.001
0,14,17,1.2960364203834833,0.001
0,14,18,1.2555861979227378,0.001
0,14,19,1.2184158537487673,0.001
0,15,0,3.7392910163731474,0.001
0,15,1,2.847899213183203,0.001
0,15,2,2.4187032015405827,0.001
0,15,3,2.1352989588982587,0.001
0,15,4,1.9285282665492884,0.001
0,15,5,1.7690983965539966,0.001
0,15,6,1.6416621995102922,0.001
0,15,7,1.5371042989431603,0.001
0,15,8,1.4495967011250614,0.001
0,15,9,1.3751978237381244,0.001
0,15,10,1.3111313206332738,0.001
0,15,11,1.2553626190963483,0.001
0,15,12,1.2063706142380632,0.001
0,15,13,1.162990340092507,0.001
0,15,14,1.1243163374181522,0.001
0,15,15,1.089625366708826,0.001
0,15,16,1.0583385429603933,0.001
0,15,17,1.0299866937648523,0.001
0,15,18,1.0041817543781402,0.001
0,15,19,0.9806011818102804,0.001
0,16,0,6.384284395293019,0.001
0,16,1,5.027032095040216,0.001
0,16,2,4.323875105140267,0.001
0,16,3,3.8345870446096417,0.001
0,16,4,3.4614420448080754,0.001
0,16,5,3.162506484354998,0.001
0,16,6,2.9153830617342638,0.001
0,16,7,2.706571678486129,0.001
0,16,8,2.5272312157833103,0.001
0,16,9,2.3712288687547347,0.001
0,16,10,2.234143798106569,0.001
0,16,11,2.1126702799640196,0.001
0,16,12,2.0042663349579066,0.001
0,16,13,1.9069427773884393,0.001
0,16,14,1.8191083764223765,0.001
0,16,15,1.7394723755086463,0.001
0,16,16,1.6669767854340605,0.001
0,16,17,1.6007417616492243,0.001
0,16,18,1.540029010424482,0.001
0,16,19,1.484213609278262,0.001
0,17,0,3.2389008636581216,0.001
0,17,1,2.3682982878283667,0.001
0,17,2,1.9818877024413766,0.001
0,17,3,1.7381276478909002,0.001
0,17,4,1.565819742072081,0.001
0,17,5,1.436113869246623,0.001
0,17,6,1.3344210777622427,0.001
0,17,7,1.2523527590351893,0.001
0,17,8,1.184670329242809,0.001
0,17,9,1.1278976484764232,0.001
0,17,10,1.0796122472638143,0.001
0,17,11,1.0380734472968451,0.001
0,17,12,1.0019884828620402,0.001
0,17,13,0.9703736281922759,0.001
0,17,14,0.9424674591306436,0.001
0,17,15,0.9176723219495915,0.001
0,17,16,0.895508727010236,0.001
0,17,17,0.8755897918812936,0.001
0,17,18,0.8575998343928961,0.001
0,17,19,0.8412771722107238,0.001
0,18,0,4.098587416618284,0.001
0,18,1,3.167881582346563,0.001
0,18,2,2.7018714077355375,0.001
0,18,3,2.385410258371374,0.001
0,18,4,2.1488020981616214,0.001
0,18,5,1.9624252214038485,0.001
0,18,6,1.8106491809631318,0.001
0,18,7,1.6841143029790906,0.001
0,18,8,1.576741225089996,0.001
0,18,9,1.4843731945844185,0.001
0,18,10,1.404029609988142,0.001
0,18,11,1.3335086794966724,0.001
0,18,12,1.271135428315035,0.001
0,18,13,1.2156071320554602,0.001
0,18,14,1.1658895523338142,0.001
0,18,15,1.1211535919330868,0.001
0,18,16,1.080723944646657,0.001
0,18,17,1.044044210343312,0.001
0,18,18,1.0106512783393338,0.001
0,18,19,0.9801535760349894,0.001
0,19,0,4.129081115608388,0.001
0,19,1,3.1357779361680396,0.001
0,19,2,2.660164015735862,0.001
0,19,3,2.3453103897436383,0.001
0,19,4,2.1141070053161855,0.001
0,19,5,1.9344565582678368,0.001
0,19,6,1.7896990202138965,0.001
0,19,7,1.6700183491072145,0.001
0,19,8,1.5691591207025946,0.001
0,19,9,1.482885752222682,0.001
0,19,10,1.4081893936655316,0.001
0,19,11,1.3428697084537438,0.001
0,19,12,1.2852638975455972,0.001
0,19,13,1.2340975490566155,0.001
0,19,14,1.1883647133981892,0.001
0,19,15,1.147263050415886,0.001
0,19,16,1.1101400894608755,0.001
0,19,17,1.076463463654512,0.001
0,19,18,1.0457936406806982,0.001
0,19,19,1.0177595414553602,0.001
0,0,0,2.7110513099174667,0.0013738237958832624
0,0,1,1.879541211175548,0.0013738237958832624
0,0,2,1.5300274935592146,0.0013738237958832624
0,0,3,1.3194948836477514,0.0013738237958832624
0,0,4,1.177145487606174,0.0013738237958832624
0,0,5,1.0743525733267092,0.0013738237958832624
0,0,6,0.9967742589605464,0.0013738237958832624
0,0,7,0.9363016877511686,0.0013738237958832624
0,0,8,0.8879643813071293,0.0013738237958832624
0,0,9,0.8485398696823402,0.0013738237958832624
0,0,10,0.8158466816206604,0.0013738237958832624
0,0,11,0.7883562519312606,0.0013738237958832624
0,0,12,0.7649623961877203,0.0013738237958832624
0,0,13,0.744845738882531,0.0013738237958832624
0,0,14,0.7273869457570284,0.0013738237958832624
0,0,15,0.7121133579331511,0.0013738237958832624
0,0,16,0.6986542182902304,0.0013738237958832624
0,0,17,0.6867158344064954,0.0013738237958832624
0,0,18,0.6760627463435493,0.0013738237958832624
0,0,19,0.6665057154449971,0.0013738237958832624
0,1,0,3.5490866737252116,0.0013738237958832624
0,1,1,2.3850229155968137,0.0013738237958832624
0,1,2,1.88661364619089,0.0013738237958832624
0,1,3,1.5839840034651445,0.0013738237958832624
0,1,4,1.3783995317636757,0.0013738237958832624
0,1,5,1.2296219018679562,0.0013738237958832624
0,1,6,1.1173823755161771,0.0013738237958832624
0,1,7,1.0301312716550262,0.0013738237958832624
0,1,8,0.96073230797621,0.0013738237958832624
0,1,9,0.9045060914379502,0.0013738237958832624
0,1,10,0.8582556338522872,0.0013738237958832624
0,1,11,0.8197194709519837,0.0013738237958832624
0,1,12,0.7872534984580829,0.0013738237958832624
0,1,13,0.759638950282278,0.0013738237958832624
0,1,14,0.7359503364501172,0.0013738237958832624
0,1,15,0.7154735414929516,0.0013738237958832624
0,1,16,0.6976533174689871,0.0013738237958832624
0,1,17,0.6820520722340551,0.0013738237958832624
0,1,18,0.6683170965638241,0.0013738237958832624
0,1,19,0.656165034398607,0.0013738237958832624
0,2,0,3.6828336127735217,0.0013738237958832624
0,2,1,2.5039181473071856,0.0013738237958832624
0,2,2,2.042290593962552,0.0013738237958832624
0,2,3,1.768095975378272,0.0013738237958832624
0,2,4,1.5800475227062978,0.0013738237958832624
0,2,5,1.4404680511300358,0.0013738237958832624
0,2,6,1.3315653349635073,0.0013738237958832624
0,2,7,1.2436476180404357,0.0013738237958832624
0,2,8,1.1708946523831363,0.0013738237958832624
0,2,9,1.1095469750784268,0.0013738237958832624
0,2,10,1.0570443604970456,0.0013738237958832624
0,2,11,1.011576604678541,0.0013738237958832624
0,2,12,0.9718135308767025,0.0013738237958832624
0,2,13,0.9367520029283275,0.0013738237958832624
0,2,14,0.9056215810883942,0.0013738237958832624
0,2,15,0.8778134757687125,0.0013738237958832624
0,2,16,0.8528426194059995,0.0013738237958832624
0,2,17,0.8303150653161444,0.0013738237958832624
0,2,18,0.8099078541231925,0.0013738237958832624
0,2,19,0.7913530710441815,0.0013738237958832624
0,3,0,4.164776177957961,0.0013738237958832624
0,3,1,2.9090556983360254,0.0013738237958832624
0,3,2,2.352760367700452,0.0013738237958832624
0,3,3,2.00485357507201,0.0013738237958832624
0,3,4,1.7621569929534802,0.0013738237958832624
0,3,5,1.5822525577087305,0.0013738237958832624
0,3,6,1.4434519448083265,0.0013738237958832624
0,3,7,1.3332141681894045,0.0013738237958832624
0,3,8,1.2436762428750192,0.0013738237958832624
0,3,9,1.1696268336876843,0.0013738237958832624
0,3,10,1.1074780309760257,0.0013738237958832624
0,3,11,1.054663558662407,0.0013738237958832624
0,3,12,1.009301416334245,0.0013738237958832624
0,3,13,0.969979095741232,0.0013738237958832624
0,3,14,0.9356148575117413,0.0013738237958832624
0,3,15,0.9053684173465923,0.0013738237958832624
0,3,16,0.8785783022587567,0.0013738237958832624
0,3,17,0.85471401013596,0.0013738237958832624
0,3,18,0.8333468068481288,0.0013738237958832624
0,3,19,0.814124531671035,0.0013738237958832624
0,4,0,3.969985593892442,0.0013738237958832624
0,4,1,2.7306588567057197,0.0013738237958832624
0,4,2,2.187839247478065,0.0013738237958832624
0,4,3,1.8514504824302724,0.0013738237958832624
0,4,4,1.6181689615026975,0.0013738237958832624
0,4,5,1.4458800447271287,0.0013738237958832624
0,4,6,1.3133393837647835,0.0013738237958832624
0,4,7,1.2083491824052284,0.0013738237958832624
0,4,8,1.1233345805382586,0.0013738237958832624
0,4,9,1.0533138039125791,0.0013738237958832624
0,4,10,0.9948381669489131,0.0013738237958832624
0,4,11,0.9454405101927508,0.0013738237958832624
0,4,12,0.9033077097491732,0.0013738237958832624
0,4,13,0.867067863082813,0.0013738237958832624
0,4,14,0.8356687874801633,0.0013738237958832624
0,4,15,0.8082866417503844,0.0013738237958832624
0,4,16,0.7842660308501236,0.0013738237958832624
0,4,17,0.7630834123747529,0.0013738237958832624
0,4,18,0.7443123191066354,0.0013738237958832624
0,4,19,0.7276030293227549,0.0013738237958832624
0,5,0,6.22508384973032,0.0013738237958832624
0,5,1,4.436487582658656,0.0013738237958832624
0,5,2,3.601747271356081,0.0013738237958832624
0,5,3,3.0631955893012988,0.0013738237958832624
0,5,4,2.676684118448916,0.0013738237958832624
0,5,5,2.3824912343949016,0.0013738237958832624
0,5,6,2.1499157498832173,0.0013738237958832624
0,5,7,1.9610960406779694,0.0013738237958832624
0,5,8,1.804700899530995,0.0013738237958832624
0,5,9,1.6731111582452245,0.0013738237958832624
0,5,10,1.5610024118365717,0.0013738237958832624
0,5,11,1.4644888255940067,0.0013738237958832624
0,5,12,1.3806641333355634,0.0013738237958832624
0,5,13,1.3073011563616779,0.0013738237958832624
0,5,14,1.2426671542953929,0.0013738237958832624
0,5,15,1.1853946854250874,0.0013738237958832624
0,5,16,1.1343824062877201,0.0013738237958832624
0,5,17,1.0887337987255326,0.0013738237958832624
0,5,18,1.0477182018798405,0.0013738237958832624
0,5,19,1.0107281247483866,0.0013738237958832624
0,6,0,3.6264507954546876,0.0013738237958832624
0,6,1,2.495447619934666,0.0013738237958832624
0,6,2,2.003576873697983,0.0013738237958832624
0,6,3,1.6963753062003786,0.0013738237958832624
0,6,4,1.4819982344989042,0.0013738237958832624
0,6,5,1.3231078323393615,0.0013738237958832624
0,6,6,1.2007255268517625,0.0013738237958832624
0,6,7,1.1038924194910817,0.0013738237958832624
0,6,8,1.025725791696318,0.0013738237958832624
0,6,9,0.9616279918053489,0.0013738237958832624
0,6,10,0.9083967623817765,0.0013738237958832624
0,6,11,0.8637250863141643,0.0013738237958832624
0,6,12,0.8259019213451708,0.0013738237958832624
0,6,13,0.7936250925464262,0.0013738237958832624
0,6,14,0.7658928440886577,0.0013738237958832624
0,6,15,0.7419203927148936,0.0013738237958832624
0,6,16,0.7210842662428677,0.0013738237958832624
0,6,17,0.7028823314889584,0.0013738237958832624
0,6,18,0.6869084923294803,0.0013738237958832624
0,6,19,0.6728299821412443,0.0013738237958832624
0,7,0,2.725367364341634,0.0013738237958832624
0,7,1,1.8695367552410118,0.0013738237958832624
0,7,2,1.5089536215562467,0.0013738237958832624
0,7,3,1.2909179101558008,0.0013738237958832624
0,7,4,1.1429716938282146,0.0013738237958832624
0,7,5,1.0360315348504472,0.0013738237958832624
0,7,6,0.9554388798867743,0.0013738237958832624
0,7,7,0.8928313382677592,0.0013738237958832624
0,7,8,0.843039249008304,0.0013738237958832624
0,7,9,0.8026901951046862,0.0013738237958832624
0,7,10,0.7694837288776685,0.0013738237958832624
0,7,11,0.7417938000814421,0.0013738237958832624
0,7,12,0.7184431211505857,0.0013738237958832624
0,7,13,0.6985601649306293,0.0013738237958832624
0,7,14,0.681482270348193,0.0013738237958832624
0,7,15,0.666702060566924,0.0013738237958832624
0,7,16,0.6538248260286755,0.0013738237958832624
0,7,17,0.6425363167544405,0.0013738237958832624
0,7,18,0.6325865189082842,0.0013738237958832624
0,7,19,0.6237741012575585,0.0013738237958832624
0,8,0,4.1640047429136064,0.0013738237958832624
0,8,1,2.976628236873107,0.0013738237958832624
0,8,2,2.4286132191700545,0.0013738237958832624
0,8,3,2.0760561571907705,0.0013738237958832624
0,8,4,1.8243676157739315,0.0013738237958832624
0,8,5,1.6341504634915789,0.0013738237958832624
0,8,6,1.48504070580128,0.0013738237958832624
0,8,7,1.3650781679849897,0.0013738237958832624
0,8,8,1.2666511913003806,0.0013738237958832624
0,8,9,1.1846354133001458,0.0013738237958832624
0,8,10,1.115433288302993,0.0013738237958832624
0,8,11,1.0564231127469954,0.0013738237958832624
0,8,12,1.0056490160573368,0.0013738237958832624
0,8,13,0.9616228063677856,0.0013738237958832624
0,8,14,0.9231871404101903,0.0013738237958832624
0,8,15,0.8894280465380466,0.0013738237958832624
0,8,16,0.8596134554206304,0.0013738237958832624
0,8,17,0.833153389540071,0.0013738237958832624
0,8,18,0.8095658693544859,0.0013738237958832624
0,8,19,0.7884514159044976,0.0013738237958832624
0,9,0,4.896845959435617,0.0013738237958832624
0,9,1,3.3895462704326444,0.0013738237958832624
0,9,2,2.747983135291033,0.0013738237958832624
0,9,3,2.3488920724892863,0.0013738237958832624
0,9,4,2.067460937482529,0.0013738237958832624
0,9,5,1.855143920279217,0.0013738237958832624
0,9,6,1.6880822882476685,0.0013738237958832624
0,9,7,1.5527853017483235,0.0013738237958832624
0,9,8,1.4408601373487937,0.0013738237958832624
0,9,9,1.3467529795563826,0.0013738237958832624
0,9,10,1.266601193139506,0.0013738237958832624
0,9,11,1.1976055068016773,0.0013738237958832624
0,9,12,1.1376871757560412,0.0013738237958832624
0,9,13,1.0852538728294054,0.0013738237958832624
0,9,14,1.0390685999972662,0.0013738237958832624
0,9,15,0.9981515181406473,0.0013738237958832624
0,9,16,0.961712181209887,0.0013738237958832624
0,9,17,0.9291113198743481,0.0013738237958832624
0,9,18,0.8998234511108406,0.0013738237958832624
0,9,19,0.8734119139357673,0.0013738237958832624
0,10,0,2.75856949231471,0.0013738237958832624
0,10,1,1.9217566271277142,0.0013738237958832624
0,10,2,1.5749887435323042,0.0013738237958832624
0,10,3,1.3640166964882094,0.0013738237958832624
0,10,4,1.2191615151387953,0.0013738237958832624
0,10,5,1.1129131687599023,0.0013738237958832624
0,10,6,1.0315838826199066,0.0013738237958832624
0,10,7,0.96741537013247,0.0013738237958832624
0,10,8,0.9156032697839787,0.0013738237958832624
0,10,9,0.872996888545177,0.0013738237958832624
0,10,10,0.8374318503976393,0.0013738237958832624
0,10,11,0.8073685040227889,0.0013738237958832624
0,10,12,0.7816801661123914,0.0013738237958832624
0,10,13,0.7595223146992426,0.0013738237958832624
0,10,14,0.7402524070008721,0.0013738237958832624
0,10,15,0.7233709472491157,0.0013738237958832624
0,10,16,0.7084830972745726,0.0013738237958832624
0,10,17,0.6952756413272793,0.0013738237958832624
0,10,18,0.6834959993556123,0.0013738237958832624
0,10,19,0.672938408078626,0.0013738237958832624
0,11,0,3.627654954192694,0.0013738237958832624
0,11,1,2.5485975134570515,0.0013738237958832624
0,11,2,2.0777366688301524,0.0013738237958832624
0,11,3,1.7820688312730215,0.0013738237958832624
0,11,4,1.57451514899721,0.0013738237958832624
0,11,5,1.419807100590127,0.0013738237958832624
0,11,6,1.2999946087226895,0.0013738237958832624
0,11,7,1.2046652174294303,0.0013738237958832624
0,11,8,1.127230263319217,0.0013738237958832624
0,11,9,1.063299613403544,0.0013738237958832624
0,11,10,1.0097999618037967,0.0013738237958832624
0,11,11,0.9645152181402682,0.0013738237958832624
0,11,12,0.9258050055404549,0.0013738237958832624
0,11,13,0.892421364596032,0.0013738237958832624
0,11,14,0.8634058263148751,0.0013738237958832624
0,11,15,0.8380079577475233,0.0013738237958832624
0,11,16,0.8156312487817978,0.0013738237958832624
0,11,17,0.7958005314508096,0.0013738237958832624
0,11,18,0.778130020782088,0.0013738237958832624
0,11,19,0.7623036068502889,0.0013738237958832624
0,12,0,4.488176047600746,0.0013738237958832624
0,12,1,3.0121621302270647,0.0013738237958832624
0,12,2,2.382337444507171,0.0013738237958832624
0,12,3,1.9925449568016962,0.0013738237958832624
0,12,4,1.7217218735796833,0.0013738237958832624
0,12,5,1.5215538957688008,0.0013738237958832624
0,12,6,1.3677039819140404,0.0013738237958832624
0,12,7,1.2461444645973336,0.0013738237958832624
0,12,8,1.1481002571289445,0.0013738237958832624
0,12,9,1.0677348947287748,0.0013738237958832624
0,12,10,1.000996773081022,0.0013738237958832624
0,12,11,0.9449764189016232,0.0013738237958832624
0,12,12,0.8975206801574472,0.0013738237958832624
0,12,13,0.8569997496428609,0.0013738237958832624
0,12,14,0.8221605712410874,0.0013738237958832624
0,12,15,0.7920222518678162,0.0013738237958832624
0,12,16,0.7658072128413014,0.0013738237958832624
0,12,17,0.7428901545267386,0.0013738237958832624
0,12,18,0.7227650301326911,0.0013738237958832624
0,12,19,0.7050172139771954,0.0013738237958832624
0,13,0,3.7148457239819868,0.0013738237958832624
